common_name,scientific_name,region,file_type,habitat_distribution,entry_number,subcategory
Mount Kenya Apalis,Apalis personata,Africa,Geographic,East Africa,969,Family Cisticolidae - Cisticolas & Allies
Black-capped Apalis,Apalis pulchra,Africa,Geographic,West/Central Africa,970,Family Cisticolidae - Cisticolas & Allies
Ruwenzori Apalis,Apalis ruwenzorii,Africa,Geographic,East/Central Africa,971,Family Cisticolidae - Cisticolas & Allies
Brown-headed Apalis,Apalis alticola,Africa,Geographic,East/Central Africa,972,Family Cisticolidae - Cisticolas & Allies
Chestnut-throated Apalis,Apalis porphyrolaema,Africa,Geographic,West/Central Africa,973,Family Cisticolidae - Cisticolas & Allies
Chapin's Apalis,Apalis chapini,Africa,Geographic,Central Africa,974,Family Cisticolidae - Cisticolas & Allies
Masked Apalis,Apalis binotata,Africa,Geographic,East/Central Africa,975,Family Cisticolidae - Cisticolas & Allies
Karamoja Apalis,Apalis karamojae,Africa,Geographic,East Africa,976,Family Cisticolidae - Cisticolas & Allies
Kabobo Apalis,Apalis kaboboensis,Africa,Geographic,Central Africa,977,Family Cisticolidae - Cisticolas & Allies
Sharpe's Apalis,Apalis sharpii,Africa,Geographic,East/Central Africa,978,Family Cisticolidae - Cisticolas & Allies
Gray-capped Warbler,Eminia lepida,Africa,Geographic,East Africa,979,Family Cisticolidae - Cisticolas & Allies
Gray-backed Camaroptera,Camaroptera brevicaudata,Africa,Geographic,Sub-Saharan Africa,980,Family Cisticolidae - Cisticolas & Allies
Olive-green Camaroptera,Camaroptera chloronota,Africa,Geographic,West/Central Africa,981,Family Cisticolidae - Cisticolas & Allies
Yellow-browed Camaroptera,Camaroptera superciliaris,Africa,Geographic,East/Central Africa,982,Family Cisticolidae - Cisticolas & Allies
Green-backed Camaroptera,Camaroptera brachyura,Africa,Geographic,Sub-Saharan Africa,983,Family Cisticolidae - Cisticolas & Allies
Gray Camaroptera,Camaroptera simplex,Africa,Geographic,West/Central Africa,984,Family Cisticolidae - Cisticolas & Allies
Barred Wren-Warbler,Calamonastes fasciolatus,Africa,Geographic,Southern Africa,985,Family Cisticolidae - Cisticolas & Allies
Miombo Wren-Warbler,Calamonastes undosus,Africa,Geographic,East/Central Africa,986,Family Cisticolidae - Cisticolas & Allies
Gray Wren-Warbler,Calamonastes simplex,Africa,Geographic,Southern Africa,987,Family Cisticolidae - Cisticolas & Allies
Kopje Warbler,Euryptila subcinnamomea,Africa,Geographic,East/Central Africa,988,Family Cisticolidae - Cisticolas & Allies
Yellow-bellied Eremomela,Eremomela icteropygialis,Africa,Geographic,Sub-Saharan Africa,989,Family Cisticolidae - Cisticolas & Allies
Senegal Eremomela,Eremomela pusilla,Africa,Geographic,West Africa,990,Family Cisticolidae - Cisticolas & Allies
Green-capped Eremomela,Eremomela canescens,Africa,Geographic,East Africa,991,Family Cisticolidae - Cisticolas & Allies
Black-necked Eremomela,Eremomela scotops,Africa,Geographic,Southern Africa,992,Family Cisticolidae - Cisticolas & Allies
Yellow-rumped Eremomela,Eremomela gregalis,Africa,Geographic,East/Central Africa,993,Family Cisticolidae - Cisticolas & Allies
Yellow-vented Eremomela,Eremomela flavicrissalis,Africa,Geographic,East Africa,994,Family Cisticolidae - Cisticolas & Allies
Salvadori's Eremomela,Eremomela salvadorii,Africa,Geographic,East Africa,995,Family Cisticolidae - Cisticolas & Allies
Turner's Eremomela,Eremomela turneri,Africa,Geographic,East Africa,996,Family Cisticolidae - Cisticolas & Allies
Black-necked Eremomela,Eremomela atricollis,Africa,Geographic,Southern Africa,997,Family Cisticolidae - Cisticolas & Allies
Burnt-necked Eremomela,Eremomela usticollis,Africa,Geographic,Southern Africa,998,Family Cisticolidae - Cisticolas & Allies
Rufous-crowned Eremomela,Eremomela badiceps,Africa,Geographic,East/Central Africa,999,Family Cisticolidae - Cisticolas & Allies
Rufous-fronted Prinia,Urorhipis rufifrons,Africa,Geographic,East Africa,1000,Family Cisticolidae - Cisticolas & Allies
Common Chiffchaff,Phylloscopus collybita,Asia,Geographic,Eurasia,1,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Willow Warbler,Phylloscopus trochilus,Asia,Geographic,Northern Eurasia,2,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Wood Warbler,Phylloscopus sibilatrix,Asia,Geographic,European forests,3,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Bonelli's Warbler,Phylloscopus bonelli,Asia,Geographic,Mediterranean,4,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Yellow-browed Warbler,Phylloscopus inornatus,Asia,Geographic,Siberia/Central Asia,5,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Pallas's Warbler,Phylloscopus proregulus,Asia,Geographic,Eastern Asia,6,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Arctic Warbler,Phylloscopus borealis,Asia,Geographic,Northern Eurasia,7,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Greenish Warbler,Phylloscopus trochiloides,Asia,Geographic,Central Asia,8,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Large-billed Leaf Warbler,Phylloscopus magnirostris,Asia,Geographic,Himalayas,9,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Chestnut-crowned Warbler,Phylloscopus castaniceps,Asia,Geographic,Himalayas,10,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Gray-hooded Warbler,Phylloscopus xanthoschistos,Asia,Geographic,Himalayas,11,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
White-spectacled Warbler,Phylloscopus intermedius,Asia,Geographic,Central Asia,12,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Tytler's Warbler,Phylloscopus tytleri,Asia,Geographic,Himalayas,13,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Sulphur-bellied Warbler,Phylloscopus griseolus,Asia,Geographic,Central Asia,14,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Radde's Warbler,Phylloscopus schwarzi,Asia,Geographic,Central Asia,15,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Dusky Warbler,Phylloscopus fuscatus,Asia,Geographic,Central Asia,16,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Smoky Warbler,Phylloscopus fuligiventer,Asia,Geographic,Himalayas,17,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Tickell's Warbler,Phylloscopus affinis,Asia,Geographic,Himalayas,18,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Buff-throated Warbler,Phylloscopus subaffinis,Asia,Geographic,Himalayas,19,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Ashy-throated Warbler,Phylloscopus maculipennis,Asia,Geographic,Himalayas,20,Old World Warblers (Phylloscopidae & Acrocephalidae) - 200+ Species
Rusty-cheeked Scimitar Babbler,Erythrogenys erythrogenys,Asia,Geographic,Himalayas,21,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
White-browed Scimitar Babbler,Erythrogenys swinhoei,Asia,Geographic,Southeast Asia,22,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Red-billed Scimitar Babbler,Erythrogenys erythrorhyncha,Asia,Geographic,Himalayas,23,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Coral-billed Scimitar Babbler,Erythrogenys malacoptila,Asia,Geographic,Southeast Asia,24,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Slender-billed Scimitar Babbler,Erythrogenys humii,Asia,Geographic,Himalayas,25,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Streak-breasted Scimitar Babbler,Erythrogenys brevicaudata,Asia,Geographic,Himalayas,26,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Black-streaked Scimitar Babbler,Erythrogenys gravivox,Asia,Geographic,Southeast Asia,27,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Gray-throated Babbler,Stachyris nigriceps,Asia,Geographic,Southeast Asia,28,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Spot-necked Babbler,Stachyris striolata,Asia,Geographic,Himalayas,29,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Black-throated Babbler,Stachyris nigricollis,Asia,Geographic,Southeast Asia,30,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
White-necked Babbler,Stachyris leucotis,Asia,Geographic,Southeast Asia,31,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Black-headed Babbler,Rhopocichla atriceps,Asia,Geographic,Western Ghats,32,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
White-hooded Babbler,Gampsorhynchus rufulus,Asia,Geographic,Southeast Asia,33,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Collared Babbler,Gampsorhynchus torquatus,Asia,Geographic,Southeast Asia,34,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Large Scimitar Babbler,Erythrogenys hypoleucos,Asia,Geographic,Himalayas,35,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Rusty-fronted Barwing,Actinodura egertoni,Asia,Geographic,Himalayas,36,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Spectacled Barwing,Actinodura ramsayi,Asia,Geographic,Himalayas,37,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Blue-winged Minla,Actinodura cyanouroptera,Asia,Geographic,Himalayas,38,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Chestnut-tailed Minla,Actinodura strigula,Asia,Geographic,Himalayas,39,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Red-tailed Minla,Actinodura ruficauda,Asia,Geographic,Himalayas,40,Babblers (Timaliidae & Leiothrichidae) - 300+ Species
Red-vented Bulbul,Pycnonotus cafer,Asia,Geographic,Indian Subcontinent,41,Bulbuls (Pycnonotidae) - 150+ Species
Red-whiskered Bulbul,Pycnonotus jocosus,Asia,Geographic,Indian Subcontinent,42,Bulbuls (Pycnonotidae) - 150+ Species
White-eared Bulbul,Pycnonotus leucotis,Asia,Geographic,Southwest Asia,43,Bulbuls (Pycnonotidae) - 150+ Species
Himalayan Bulbul,Pycnonotus leucogenys,Asia,Geographic,Himalayas,44,Bulbuls (Pycnonotidae) - 150+ Species
Black-crested Bulbul,Pycnonotus flaviventris,Asia,Geographic,Southeast Asia,45,Bulbuls (Pycnonotidae) - 150+ Species
Black-headed Bulbul,Pycnonotus atriceps,Asia,Geographic,Southeast Asia,46,Bulbuls (Pycnonotidae) - 150+ Species
Square-tailed Bulbul,Hypsipetes ganeesa,Asia,Geographic,Western Ghats,47,Bulbuls (Pycnonotidae) - 150+ Species
Black Bulbul,Hypsipetes leucocephalus,Asia,Geographic,Himalayas/Southeast Asia,48,Bulbuls (Pycnonotidae) - 150+ Species
Brown-breasted Bulbul,Pycnonotus xanthorrhous,Asia,Geographic,Southeast Asia,49,Bulbuls (Pycnonotidae) - 150+ Species
Flavescent Bulbul,Pycnonotus flavescens,Asia,Geographic,Southeast Asia,50,Bulbuls (Pycnonotidae) - 150+ Species
White-throated Bulbul,Pycnonotus albogularis,Asia,Geographic,Western Ghats,51,Bulbuls (Pycnonotidae) - 150+ Species
Yellow-throated Bulbul,Pycnonotus xantholaemus,Asia,Geographic,India (Endemic),52,Bulbuls (Pycnonotidae) - 150+ Species
White-browed Bulbul,Pycnonotus luteolus,Asia,Geographic,Indian Subcontinent,53,Bulbuls (Pycnonotidae) - 150+ Species
Red-eyed Bulbul,Pycnonotus brunneus,Asia,Geographic,Southeast Asia,54,Bulbuls (Pycnonotidae) - 150+ Species
Spectacled Bulbul,Pycnonotus erythropthalmos,Asia,Geographic,Southeast Asia,55,Bulbuls (Pycnonotidae) - 150+ Species
Yellow-vented Bulbul,Pycnonotus goiavier,Asia,Geographic,Southeast Asia,56,Bulbuls (Pycnonotidae) - 150+ Species
Olive-winged Bulbul,Pycnonotus plumosus,Asia,Geographic,Southeast Asia,57,Bulbuls (Pycnonotidae) - 150+ Species
Cream-vented Bulbul,Pycnonotus simplex,Asia,Geographic,Southeast Asia,58,Bulbuls (Pycnonotidae) - 150+ Species
Red-eyed Bulbul,Pycnonotus brunneus,Asia,Geographic,Southeast Asia,59,Bulbuls (Pycnonotidae) - 150+ Species
Puff-backed Bulbul,Pycnonotus eutilotus,Asia,Geographic,Southeast Asia,60,Bulbuls (Pycnonotidae) - 150+ Species
Orange-headed Thrush,Geokichla citrina,Asia,Geographic,Southeast Asia,61,Thrushes (Turdidae) - 100+ Species
Scaly Thrush,Zoothera dauma,Asia,Geographic,East Asia,62,Thrushes (Turdidae) - 100+ Species
Long-tailed Thrush,Zoothera dixoni,Asia,Geographic,Himalayas,63,Thrushes (Turdidae) - 100+ Species
White's Thrush,Zoothera aurea,Asia,Geographic,East Asia,64,Thrushes (Turdidae) - 100+ Species
Plain-backed Thrush,Zoothera mollissima,Asia,Geographic,Himalayas,65,Thrushes (Turdidae) - 100+ Species
Long-billed Thrush,Zoothera monticola,Asia,Geographic,Himalayas,66,Thrushes (Turdidae) - 100+ Species
Dark-sided Thrush,Zoothera marginata,Asia,Geographic,Himalayas,67,Thrushes (Turdidae) - 100+ Species
Spot-winged Thrush,Zoothera spiloptera,Asia,Geographic,Sri Lanka (Endemic),68,Thrushes (Turdidae) - 100+ Species
Orange-banded Thrush,Geokichla peronii,Asia,Geographic,Indonesia (Endemic),69,Thrushes (Turdidae) - 100+ Species
Chestnut-capped Thrush,Geokichla interpres,Asia,Geographic,Java (Endemic),70,Thrushes (Turdidae) - 100+ Species
Enggano Thrush,Geokichla leucolaema,Asia,Geographic,Enggano Island (Endemic),71,Thrushes (Turdidae) - 100+ Species
Chestnut-backed Thrush,Geokichla dohertyi,Asia,Geographic,Indonesia,72,Thrushes (Turdidae) - 100+ Species
Red-backed Thrush,Geokichla erythronota,Asia,Geographic,Sulawesi (Endemic),73,Thrushes (Turdidae) - 100+ Species
Red-and-black Thrush,Geokichla mendeni,Asia,Geographic,Sulawesi (Endemic),74,Thrushes (Turdidae) - 100+ Species
Celebes Thrush,Geokichla heinrichi,Asia,Geographic,Sulawesi (Endemic),75,Thrushes (Turdidae) - 100+ Species
Russet-tailed Thrush,Geokichla cinerea,Asia,Geographic,Philippines (Endemic),76,Thrushes (Turdidae) - 100+ Species
Asian Thrush,Geokichla albiventris,Asia,Geographic,Indonesia,77,Thrushes (Turdidae) - 100+ Species
Siberian Thrush,Geokichla sibirica,Asia,Geographic,East Asia,78,Thrushes (Turdidae) - 100+ Species
Japanese Thrush,Turdus cardis,Asia,Geographic,East Asia,79,Thrushes (Turdidae) - 100+ Species
Chinese Thrush,Turdus mupinensis,Asia,Geographic,China (Endemic),80,Thrushes (Turdidae) - 100+ Species
Red-breasted Flycatcher,Ficedula parva,Asia,Geographic,Eurasia,81,Flycatchers (Muscicapidae) - 300+ Species
Taiga Flycatcher,Ficedula albicilla,Asia,Geographic,Northern Eurasia,82,Flycatchers (Muscicapidae) - 300+ Species
Red-throated Flycatcher,Ficedula albicilla,Asia,Geographic,Eurasia,83,Flycatchers (Muscicapidae) - 300+ Species
Little Pied Flycatcher,Ficedula westermanni,Asia,Geographic,Himalayas,84,Flycatchers (Muscicapidae) - 300+ Species
Ultramarine Flycatcher,Ficedula superciliaris,Asia,Geographic,Himalayas,85,Flycatchers (Muscicapidae) - 300+ Species
Slaty-backed Flycatcher,Ficedula hodgsonii,Asia,Geographic,Himalayas,86,Flycatchers (Muscicapidae) - 300+ Species
Rufous-gorgeted Flycatcher,Ficedula strophiata,Asia,Geographic,Himalayas,87,Flycatchers (Muscicapidae) - 300+ Species
Red-headed Flycatcher,Ficedula erithacus,Asia,Geographic,China,88,Flycatchers (Muscicapidae) - 300+ Species
White-gorgetted Flycatcher,Ficedula monileger,Asia,Geographic,Himalayas,89,Flycatchers (Muscicapidae) - 300+ Species
Snowy-browed Flycatcher,Ficedula hyperythra,Asia,Geographic,Himalayas,90,Flycatchers (Muscicapidae) - 300+ Species
Pygmy Blue-Flycatcher,Muscicapella hodgsoni,Asia,Geographic,Himalayas,91,Flycatchers (Muscicapidae) - 300+ Species
Sapphire Flycatcher,Ficedula sapphira,Asia,Geographic,Himalayas,92,Flycatchers (Muscicapidae) - 300+ Species
Blue-and-white Flycatcher,Cyanoptila cyanomelana,Asia,Geographic,East Asia,93,Flycatchers (Muscicapidae) - 300+ Species
Zappey's Flycatcher,Cyanoptila cumatilis,Asia,Geographic,China,94,Flycatchers (Muscicapidae) - 300+ Species
Large Blue Flycatcher,Cyornis magnirostris,Asia,Geographic,Southeast Asia,95,Flycatchers (Muscicapidae) - 300+ Species
Hill Blue Flycatcher,Cyornis banyumas,Asia,Geographic,Southeast Asia,96,Flycatchers (Muscicapidae) - 300+ Species
Malaysian Blue Flycatcher,Cyornis turcosus,Asia,Geographic,Southeast Asia,97,Flycatchers (Muscicapidae) - 300+ Species
Tickell's Blue Flycatcher,Cyornis tickelliae,Asia,Geographic,Indian Subcontinent,98,Flycatchers (Muscicapidae) - 300+ Species
Blue-throated Blue Flycatcher,Cyornis rubeculoides,Asia,Geographic,Himalayas,99,Flycatchers (Muscicapidae) - 300+ Species
Chinese Blue Flycatcher,Cyornis glaucicomans,Asia,Geographic,Southeast Asia,100,Flycatchers (Muscicapidae) - 300+ Species
Purple Sunbird,Cinnyris asiaticus,Asia,Geographic,Indian Subcontinent,101,Sunbirds (Nectariniidae) - 80+ Species
Purple-rumped Sunbird,Leptocoma zeylonica,Asia,Geographic,Indian Subcontinent,102,Sunbirds (Nectariniidae) - 80+ Species
Crimson Sunbird,Aethopyga siparaja,Asia,Geographic,Southeast Asia,103,Sunbirds (Nectariniidae) - 80+ Species
Fire-tailed Sunbird,Aethopyga ignicauda,Asia,Geographic,Himalayas,104,Sunbirds (Nectariniidae) - 80+ Species
Green-tailed Sunbird,Aethopyga nipalensis,Asia,Geographic,Himalayas,105,Sunbirds (Nectariniidae) - 80+ Species
Black-throated Sunbird,Aethopyga saturata,Asia,Geographic,Himalayas,106,Sunbirds (Nectariniidae) - 80+ Species
Mrs. Gould's Sunbird,Aethopyga gouldiae,Asia,Geographic,Himalayas,107,Sunbirds (Nectariniidae) - 80+ Species
Streaked Sunbird,Chalcoparia singalensis,Asia,Geographic,Southeast Asia,108,Sunbirds (Nectariniidae) - 80+ Species
Ruby-cheeked Sunbird,Chalcoparia singalensis,Asia,Geographic,Southeast Asia,109,Sunbirds (Nectariniidae) - 80+ Species
Plain-throated Sunbird,Anthreptes malacensis,Asia,Geographic,Southeast Asia,110,Sunbirds (Nectariniidae) - 80+ Species
Red-throated Sunbird,Anthreptes rhodolaemus,Asia,Geographic,Southeast Asia,111,Sunbirds (Nectariniidae) - 80+ Species
Yellow-eared Spiderhunter,Arachnothera chrysogenys,Asia,Geographic,Southeast Asia,112,Sunbirds (Nectariniidae) - 80+ Species
Thick-billed Spiderhunter,Arachnothera crassirostris,Asia,Geographic,Southeast Asia,113,Sunbirds (Nectariniidae) - 80+ Species
Long-billed Spiderhunter,Arachnothera robusta,Asia,Geographic,Southeast Asia,114,Sunbirds (Nectariniidae) - 80+ Species
Little Spiderhunter,Arachnothera longirostra,Asia,Geographic,Southeast Asia,115,Sunbirds (Nectariniidae) - 80+ Species
